place,year,mass_g,longitude,latitude,fell_found
EET 90132,1990,20.6,156.42007,-76.27821,Found
EET 90384,1990,20.6,156.41334,-76.27591,Found
QUE 97200,1997,20.6,168,-84,Found
QUE 97201,1997,20.6,168,-84,Found
QUE 97678,1997,20.6,168,-84,Found
QUE 99642,1999,20.6,168,-84,Found
A-880923,1988,20.58,26,-72,Found
Y-74422,1974,20.58,35.66667,0,Found
Y-792783,1979,20.58,35.66667,-71.5,Found
MET 00649,2000,20.58,155.75,-79.68333,Found
Y-791590,1979,20.57,35.66667,-71.5,Found
A-881858,1988,20.56,26,-72,Found
A-880860,1988,20.55,26,-72,Found
GRV 052040,2006,20.55,75.31806,-72.77833,Found
Y-791368,1979,20.55,35.66667,-71.5,Found
A-87255,1987,20.53,26,-72,Found
Y-793577,1979,20.53,35.66667,-71.5,Found
A-880214,1988,20.53,26,-72,Found
A-881173,1988,20.51,26,-72,Found
Hualapai Wash 021,1997,20.5,-114.192,35.8895,Found
El MÌ©dano 134,2011,20.5,-70.53333,-24.85,Found
QUE 94275,1994,20.5,168,-84,Found
FRO 97027,1997,20.5,160.51778,-72.95222,Found
Guadaloupe County,1950,20.5,-98,29.5,Found
ALHA77047,1977,20.5,159.66667,-76.71667,Found
Y-75297,1975,20.5,35.66667,-71.5,Found
LEW 88194,1988,20.5,161.34894,-84.27985,Found
QUE 94635,1994,20.5,168,-84,Found
QUE 99128,1999,20.5,168,-84,Found
EET 90210,1990,20.5,156.4869,-76.28583,Found
PCA 91374,1991,20.5,-68.34139,-85.68822,Found
PCA 91234,1991,20.5,-68.17794,-85.68353,Found
El MÌ©dano 142,2011,20.5,-70.53333,-24.85,Found
QUE 97102,1997,20.5,168,-84,Found
QUE 97405,1997,20.5,168,-84,Found
QUE 97446,1997,20.5,168,-84,Found
QUE 97863,1997,20.5,168,-84,Found
QUE 97864,1997,20.5,168,-84,Found
QUE 97979,1997,20.5,168,-84,Found
QUE 99129,1999,20.5,168,-84,Found
MET 01248,2001,20.5,159.75,-79.68333,Found
MET 00708,2000,20.5,159.75,-79.68333,Found
GRV 051537,2006,20.49,75.255556,-73.017222,Found
Y-793543,1979,20.49,35.66667,-71.5,Found
Y-86069,1986,20.48,35.66667,-71.5,Found
A-880888,1988,20.47,26,-72,Found
Y-791233,1979,20.46,35.66667,-71.5,Found
Y-74551,1974,20.46,35.66667,0,Found
Y-74644,1974,20.45,35.66667,-71.5,Found
Dho 790,2001,20.45,54.52197,19.06632,Found
MET 00633,2000,20.44,155.75,-79.68333,Found
GRV 051706,2006,20.43,75.326389,-72.780278,Found
GRV 050046,2006,20.43,75.171389,-73.105,Found
Y-8003,1980,20.43,35.66667,-71.5,Found
Y-792063,1979,20.42,35.66667,-71.5,Found
A-880669,1988,20.42,26,-72,Found
MET 00648,2000,20.42,155.75,-79.68333,Found
Y-74502,1974,20.41,35.66667,0,Found
MET 00746,2000,20.41,155.75,-79.68333,Found
ALHA77042,1977,20.4,159.66667,-76.71667,Found
LEW 88689,1988,20.4,161.40483,-84.27222,Found
MAC 88103,1988,20.4,160.5,-84.21667,Found
El MÌ©dano 145,2011,20.4,-70.53333,-24.85,Found
LEW 86348,1986,20.4,161.35251,-84.27985,Found
LEW 88253,1988,20.4,161.34963,-84.28408,Found
LEW 88221,1988,20.4,161.33438,-84.2848,Found
QUE 93269,1993,20.4,162.04531,-84.57771,Found
Burrika,1966,20.4,125.83333,-31.96667,Found
LEW 87107,1987,20.4,161.39817,-84.25423,Found
EET 90292,1990,20.4,156.43139,-76.27981,Found
El MÌ©dano 067,2011,20.4,-70.53333,-24.85,Found
QUE 97116,1997,20.4,168,-84,Found
EET 83352,1983,20.4,157.23917,-76.29583,Found
Y-74076,1974,20.36,35.66667,-71.5,Found
GRV 052082,2006,20.35,75.34111,-72.77139,Found
A-880671,1988,20.35,26,-72,Found
A-880663,1988,20.35,26,-72,Found
Y-86062,1986,20.33,35.66667,-71.5,Found
A-881326,1988,20.33,26,-72,Found
DaG 1013,1999,20.32,16.51722,27.15222,Found
GRV 052914,2006,20.32,75.316389,-72.779167,Found
RaS 311,2009,20.3,55.44787,20.78388,Found
A-87157,1987,20.3,26,-72,Found
PCA 91463,1991,20.3,-68.28574,-85.66673,Found
Y-7311,1973,20.3,35.66667,-71.5,Found
FRO 90048,1990,20.3,160.43796,-72.95489,Found
PCA 91140,1991,20.3,-69.0521,-85.67698,Found
QUE 97984,1997,20.3,168,-84,Found
ALH 99501,1999,20.3,159.66667,-76.71667,Found
MET 00842,2000,20.3,159.75,-79.68333,Found
MAC 02666,2002,20.3,160.5,-84.21667,Found
ALHA77197,1977,20.3,159.66667,-76.71667,Found
QUE 94424,1994,20.3,168,-84,Found
ALHA77026,1977,20.3,159.66667,-76.71667,Found
LEW 85457,1985,20.3,161.08333,-84.28333,Found
EET 87800,1987,20.3,156.45676,-76.28187,Found
EET 90736,1990,20.3,156.44203,-76.26893,Found
EET 90596,1990,20.3,156.42737,-76.27649,Found
ALH 95109,1995,20.3,159.66667,-76.71667,Found
GRV 053085,2006,20.28,75.315556,-72.779167,Found
Y-791912,1979,20.27,35.66667,-71.5,Found
Y-791045,1979,20.27,35.66667,-71.5,Found
JaH 259,2005,20.26,56.47757,19.9888,Found
GRV 052127,2006,20.26,75.34,-72.773333,Found
Y-791098,1979,20.25,35.66667,-71.5,Found
A-9042,1990,20.25,26,-72,Found
MET 00695,2000,20.24,155.75,-79.68333,Found
A-87129,1987,20.23,26,-72,Found
GRV 053640,2006,20.23,75.310556,-72.779167,Found
GRV 020573,2003,20.23,75.246944,-72.984167,Found
GRV 053732,2006,20.21,75.272778,-72.778056,Found
RKPA80259,1980,20.2,158.71484,-76.23537,Found
JaH 514,2008,20.2,55.19542,19.52662,Found
Y-86710,1986,20.2,35.66667,-71.5,Found
ALHA78197,1978,20.2,159.66667,-76.71667,Found
ALHA79036,1979,20.2,159.18,-76.70389,Found
ALH 84138,1984,20.2,158.78026,-76.71035,Found
QUE 94672,1994,20.2,168,-84,Found
GRA 95223,1995,20.2,-141.5,-86.71667,Found
QUE 93398,1993,20.2,168,-84,Found
LEW 93830,1993,20.2,161.68763,-84.27392,Found
QUE 93658,1993,20.2,168,-84,Found
QUE 94331,1994,20.2,168,-84,Found
EET 90539,1990,20.2,156.44156,-76.28583,Found
SaU 304,2004,20.2,57.26393,21.06985,Found
MET 00945,2000,20.2,159.75,-79.68333,Found
MET 00966,2000,20.2,159.75,-79.68333,Found
EET 92154,1992,20.2,155.87049,-76.04025,Found
MET 001108,2000,20.2,159.75,-79.68333,Found
A-9041,1990,20.2,26,-72,Found
HrDL 025,2007,20.2,-117.26423,35.04998,Found
Y-791438,1979,20.18,35.66667,-71.5,Found
Y-792013,1979,20.18,35.66667,-71.5,Found
A-87261,1987,20.17,26,-72,Found
DaG 1031,1998,20.15,16.05017,27.14683,Found
Y-791665,1979,20.15,35.66667,-71.5,Found
A-881320,1988,20.15,26,-72,Found
Y-790200,1979,20.15,35.66667,-71.5,Found
A-881554,1988,20.14,26,-72,Found
Y-790568,1979,20.11,35.66667,-71.5,Found
StV 006,2001,20.1,-116.1722,36.23728,Found
ALHA78190,1978,20.1,159.66667,-76.71667,Found
ALHA79041,1979,20.1,159.36417,-76.69028,Found
ALHA81164,1981,20.1,159.36056,-76.68778,Found
ALHA81297,1981,20.1,159.34583,-76.68083,Found
LEW 88647,1988,20.1,161.40238,-84.27332,Found
ALH 90410,1990,20.1,156.92485,-76.97765,Found
PCA 91281,1991,20.1,-68.90241,-85.68835,Found
LEW 93818,1993,20.1,161.68476,-84.27392,Found
QUE 97595,1997,20.1,168,-84,Found
Arlit,2002,20.1,7.34225,18.673,Found
ALH 88049,1988,20.1,159.30852,-76.7003,Found
EET 87824,1987,20.1,157.16667,-76.18333,Found
LEW 88649,1988,20.1,161.40405,-84.27728,Found
QUE 94476,1994,20.1,168,-84,Found
EET 99434,1999,20.1,157.16667,-76.18333,Found
ALH 85157,1985,20.1,156.49871,-76.89897,Found
QUE 97313,1997,20.1,168,-84,Found
QUE 97323,1997,20.1,168,-84,Found
QUE 97354,1997,20.1,168,-84,Found
QUE 97692,1997,20.1,168,-84,Found
A-881207,1988,20.08,26,-72,Found
Y-790420,1979,20.07,35.66667,-71.5,Found
A-881711,1988,20.07,26,-72,Found
Y-791206,1979,20.05,35.66667,-71.5,Found
Y-86066,1986,20.04,35.66667,-71.5,Found
Y-791111,1979,20.02,35.66667,-71.5,Found
LV 083,2006,20.02,-116.94062,34.51128,Found
A-880909,1988,20.01,26,-72,Found
QUE 97077,1997,20,168,-84,Found
Hughes 033,1991,20,129.0625,-30.13389,Found
Nagaria,1875,20,78.21667,26.98333,Fell
LEW 87295,1987,20,161.3835,-84.36404,Found
Clarion,1986,20,-137.7,12.5,Found
GRV 020078,2003,20,75.27083,-73.01389,Found
Caleta el Cobre 014,2010,20,-70.51667,-24.25,Found
Dho 205,2000,20,54.78,19.39333,Found
ALH 83047,1983,20,159.39861,-76.69917,Found
LEW 88172,1988,20,161.43765,-84.23704,Found
LEW 88314,1988,20,161.40443,-84.27256,Found
QUE 93556,1993,20,168,-84,Found
EET 96244,1996,20,157.16667,-76.18333,Found
JaH 056,2002,20,55.18167,19.23,Found
ALH 84150,1984,20,156.97828,-77.02435,Found
LEW 87161,1987,20,161.2433,-84.34176,Found
LEW 88297,1988,20,161.47461,-84.23947,Found
QUE 93409,1993,20,168,-84,Found
Dho 1299,2002,20,54.785,19.13667,Found
Selcany,1900,20,14.41667,49.75,Found
Doolgunna,1967,20,119.3,-25.93333,Found
LEW 88308,1988,20,161.40292,-84.26947,Found
ALH 82142,1982,20,156.96457,-76.89166,Found
EET 90843,1990,20,156.49212,-76.28681,Found
EET 90174,1990,20,156.48989,-76.28629,Found
EET 90112,1990,20,156.45213,-76.26857,Found
Reid 021,1993,20,128.98483,-30.06783,Found
Rabbit Dry Lake,2000,20,-117.01083,34.44567,Found
Muckera 006,1991,20,130.08333,-30.36667,Found
QUE 97404,1997,20,168,-84,Found
QUE 99065,1999,20,168,-84,Found
QUE 99144,1999,20,168,-84,Found
QUE 99166,1999,20,168,-84,Found
ALHA81285,1981,20,159.31255,-76.65955,Found
GRV 022134,2003,19.99,75.31361,-72.77889,Found
Y-86292,1986,19.98,35.66667,-71.5,Found
Y-790636,1979,19.98,35.66667,-71.5,Found
Y-790571,1979,19.96,35.66667,-71.5,Found
FRO 93012,1993,19.95,160.52972,-72.95306,Found
A-880672,1988,19.93,26,-72,Found
A-881545,1988,19.93,26,-72,Found
Y-790459,1979,19.92,35.66667,-71.5,Found
A-881027,1988,19.91,26,-72,Found
JaH 104,2003,19.91,56.99992,19.91392,Found
Y-792023,1979,19.91,35.66667,-71.5,Found
ALHA77306,1977,19.9,159.66667,-76.71667,Found
EET 96017,1996,19.9,157.16667,-76.18333,Found
QUE 99122,1999,19.9,168,-84,Found
El MÌ©dano 072,2011,19.9,-70.53333,-24.85,Found
ALHA77158,1977,19.9,159.66667,-76.71667,Found
ALHA81242,1981,19.9,159.29945,-76.69167,Found
LEW 86325,1986,19.9,161.69052,-84.27376,Found
EET 90721,1990,19.9,156.403,-76.28104,Found
QUE 93505,1993,19.9,168,-84,Found
LEW 88293,1988,19.9,161.41952,-84.23586,Found
Willcox Playa 004,2004,19.9,-109.82423,32.14202,Found
El MÌ©dano 147,2011,19.9,-70.53333,-24.85,Found
EET 96213,1996,19.9,157.16667,-76.18333,Found
Camel Donga 050,1993,19.9,126.52717,-30.1085,Found
A-881628,1988,19.88,26,-72,Found
GRV 022154,2003,19.87,75.31361,-72.77889,Found
Y-86070,1986,19.85,35.66667,-71.5,Found
Y-794065,1979,19.85,35.66667,-71.5,Found
CdDL 014,2005,19.85,-117.46008,35.299,Found
A-880973,1988,19.84,26,-72,Found
A-881563,1988,19.83,26,-72,Found
Y-794008,1979,19.82,35.66667,-71.5,Found
A-880837,1988,19.81,26,-72,Found
ALHA80131,1980,19.8,159.36917,-76.68944,Found
ALHA78173,1978,19.8,159.66667,-76.71667,Found
LEW 86271,1986,19.8,161.68797,-84.27378,Found
QUE 93535,1993,19.8,168,-84,Found
MET 001104,2000,19.8,159.75,-79.68333,Found
ALHA81288,1981,19.8,159.39417,-76.69389,Found
LEW 86364,1986,19.8,161.68973,-84.27384,Found
LEW 88290,1988,19.8,161.42151,-84.2363,Found
LAP 02315,2002,19.8,-70,-86.36667,Found
LEW 88109,1988,19.8,161.38069,-84.25248,Found
EET 90881,1990,19.8,156.49957,-76.27835,Found
EET 90949,1990,19.8,156.43308,-76.27253,Found
TEN 00002,2000,19.8,153.5,-80.25,Found
GRO 95600,1995,19.8,175,-85.66667,Found
QUE 97064,1997,19.8,168,-84,Found
QUE 97095,1997,19.8,168,-84,Found
QUE 97829,1997,19.8,168,-84,Found
QUE 97830,1997,19.8,168,-84,Found
EET 92172,1992,19.8,156.05937,-76.04507,Found
A-881717,1988,19.79,26,-72,Found
Y-793238,1979,19.78,35.66667,-71.5,Found
Y-86692,1986,19.78,35.66667,-71.5,Found
Y-791608,1979,19.77,35.66667,-71.5,Found
Y-81006,1981,19.77,35.66667,-71.5,Found
Y-792050,1979,19.75,35.66667,-71.5,Found
Y-74058,1974,19.72,35.66667,-71.5,Found
A-87315,1987,19.71,26,-72,Found
Reid 027,1991,19.7,128.37333,-30.31806,Found
ALH 82133,1982,19.7,157.02793,-76.90256,Found
Gunnadorah,1968,19.7,125.93333,-31,Found
LEW 88155,1988,19.7,161.42397,-84.24273,Found
LEW 88342,1988,19.7,161.40689,-84.27378,Found
LEW 88147,1988,19.7,161.39773,-84.24646,Found
QUE 93293,1993,19.7,168,-84,Found
FRO 09009,2009,19.7,160.46532,-72.95267,Found
PCA 91156,1991,19.7,-69.02116,-85.66681,Found
QUE 93750,1993,19.7,168,-84,Found
MET 001074,2000,19.7,159.75,-79.68333,Found
JaH 528,2008,19.7,55.17403,19.53428,Found
ALHA81156,1981,19.7,159.38944,-76.69472,Found
Y-82136,1982,19.7,35.66667,-71.5,Found
EET 90850,1990,19.7,156.50071,-76.27994,Found
EET 90930,1990,19.7,156.44064,-76.27432,Found
EET 96343,1996,19.7,157.16667,-76.18333,Found
QUE 97652,1997,19.7,168,-84,Found
MET 00963,2000,19.7,159.75,-79.68333,Found
MET 001024,2000,19.7,159.75,-79.68333,Found
QUE 02141,2002,19.69,168,-84,Found
A-9019,1990,19.69,26,-72,Found
Dho 829,2001,19.68,54.5788,19.06003,Found
GRV 021569,2003,19.67,75.28583,-72.94028,Found
RdDL 074,2012,19.67,-114.06,35.67,Found
GRV 022153,2003,19.66,75.31361,-72.77889,Found
GRV 99005,2000,19.66,75.2,-73.08333,Found
Y-792542,1979,19.65,35.66667,-71.5,Found
GRV 021776,2003,19.63,75.325556,-72.774167,Found
A-881865,1988,19.62,26,-72,Found
GRV 051595,2006,19.61,75.29333,-72.93889,Found
GRV 051848,2006,19.61,75.31194,-72.77972,Found
Y-792044,1979,19.61,35.66667,-71.5,Found
EET 90021,1990,19.6,156.4562,-76.26811,Found
FRO 99037,1999,19.6,160.57,-72.9625,Found
LEW 86217,1986,19.6,161.69393,-84.27371,Found
LEW 86452,1986,19.6,161.67635,-84.27422,Found
EET 87609,1987,19.6,156.46006,-76.27009,Found
GRA 98128,1998,19.6,-141.5,-86.71667,Found
FRO 01137,2001,19.6,160.39611,-72.99222,Found
ALHA78191,1978,19.6,159.66667,-76.71667,Found
ALH 84186,1984,19.6,159.32555,-76.65807,Found
EET 87591,1987,19.6,157.16667,-76.18333,Found
LEW 88106,1988,19.6,161.40158,-84.25533,Found
QUE 99329,1999,19.6,168,-84,Found
MET 001066,2000,19.6,159.75,-79.68333,Found
Y-75105,1975,19.6,35.66667,-71.5,Found
QUE 93660,1993,19.6,168,-84,Found
GRV 021547,2003,19.6,75.22222,-72.96389,Found
Y-793226,1979,19.6,35.66667,-71.5,Found
EET 87742,1987,19.6,157.19524,-76.28361,Found
EET 90168,1990,19.6,156.50322,-76.26799,Found
EET 90884,1990,19.6,156.48347,-76.28452,Found
PCA 91229,1991,19.6,-68.72478,-85.67498,Found
PCA 91428,1991,19.6,-68.36234,-85.68768,Found
QUE 97862,1997,19.6,168,-84,Found
A-87347,1987,19.59,26,-72,Found
A-880688,1988,19.56,26,-72,Found
A-880444,1988,19.56,26,-72,Found
SaU 149,2002,19.55,57.29383,21.03858,Found
A-880820,1988,19.55,26,-72,Found
Y-86053,1986,19.53,35.66667,-71.5,Found
A-881161,1988,19.52,26,-72,Found
A-880847,1988,19.51,26,-72,Found
QUE 02111,2002,19.51,168,-84,Found
FRO 03085,2003,19.51,160.39561,-72.99478,Found
King Tut,1997,19.51,-114.10167,35.92333,Found
MET 01078,2001,19.5,159.75,-79.68333,Found
EET 92178,1992,19.5,156.00834,-76.05342,Found
Watson 007,2009,19.5,131.68333,-30.48333,Found
LEW 87201,1987,19.5,161.69924,-84.2732,Found
QUE 93352,1993,19.5,168,-84,Found
Catalina 006,2010,19.5,-69.71667,-25.23333,Found
PCA 91275,1991,19.5,-68.76888,-85.68102,Found
QUE 93287,1993,19.5,168,-84,Found
QUE 94451,1994,19.5,168,-84,Found
CdDL 028,2008,19.5,-117.472,35.296,Found
EET 83268,1983,19.5,157.19611,-76.31806,Found
EET 90841,1990,19.5,156.48353,-76.28683,Found
EET 90186,1990,19.5,156.48123,-76.28071,Found
EET 90275,1990,19.5,156.47813,-76.28799,Found
EET 90810,1990,19.5,156.46829,-76.28324,Found
EET 90387,1990,19.5,156.39369,-76.27814,Found
PCA 01001,2005,19.5,-69.04142,-85.6661,Found
Y-790443,1979,19.49,35.66667,-71.5,Found
Y-791734,1979,19.47,35.66667,-71.5,Found
GRV 051845,2006,19.47,75.31194,-72.78,Found
SaU 417,2005,19.46,56.50845,20.27962,Found
Y-791058,1979,19.46,35.66667,-71.5,Found
MET 00661,2000,19.44,155.75,-79.68333,Found
A-880883,1988,19.44,26,-72,Found
Y-790252,1979,19.43,35.66667,-71.5,Found
A-882089,1988,19.42,26,-72,Found
PCA 02059,2002,19.41,-68.7,-85.63333,Found
JaH 207,2002,19.41,56.41672,19.9875,Found
ALH 84054,1984,19.4,158.81318,-76.7406,Found
FRO 84005,1984,19.4,160.47328,-72.95488,Found
ALHA77025,1977,19.4,159.66667,-76.71667,Found
ALHA77086,1977,19.4,159.66667,-76.71667,Found
LEW 85456,1985,19.4,161.39987,-84.28122,Found
LEW 86232,1986,19.4,161.37121,-84.26836,Found
LEW 87157,1987,19.4,161.32502,-84.34853,Found
LEW 88490,1988,19.4,161.38673,-84.24795,Found
FRO 84003,1984,19.4,160.47328,-72.95488,Found
LEW 86177,1986,19.4,161.38251,-84.25789,Found
QUE 93308,1993,19.4,162.61532,-84.57939,Found
EET 96283,1996,19.4,157.16667,-76.18333,Found
LEW 85434,1985,19.4,161.33793,-84.2882,Found
EET 87595,1987,19.4,157.16667,-76.18333,Found
QUE 93651,1993,19.4,168,-84,Found
MAC 02752,2002,19.4,160.5,-84.21667,Found
ALH 85082,1985,19.4,156.68577,-76.90259,Found
EET 87760,1987,19.4,156.45356,-76.28235,Found
EET 90164,1990,19.4,156.47024,-76.28788,Found
QUE 94532,1994,19.4,168,-84,Found
GRA 95222,1995,19.4,-141.5,-86.71667,Found
QUE 97267,1997,19.4,168,-84,Found
QUE 99178,1999,19.4,168,-84,Found
QUE 99388,1999,19.4,168,-84,Found
MET 01145,2001,19.4,159.75,-79.68333,Found
MET 01284,2001,19.4,159.75,-79.68333,Found
MET 01297,2001,19.4,159.75,-79.68333,Found
A-880339,1988,19.4,26,-72,Found
MET 00734,2000,19.39,155.75,-79.68333,Found
Y-794066,1979,19.36,35.66667,-71.5,Found
A-87349,1987,19.36,26,-72,Found
JaH 675,2011,19.36,55.69107,19.66393,Found
Y-791236,1979,19.35,35.66667,-71.5,Found
MET 00804,2000,19.35,155.75,-79.68333,Found
SaU 154,2002,19.34,57.23795,21.05172,Found
Y-790961,1979,19.34,35.66667,-71.5,Found
Y-793376,1979,19.33,35.66667,-71.5,Found
Dho 811,2001,19.32,54.1039,18.5581,Found
JaH 773,,19.32,56.50972,19.81167,Found
A-87130,1987,19.31,26,-72,Found
A-880863,1988,19.3,26,-72,Found
ALHA77228,1977,19.3,159.66667,-76.71667,Found
ALHA79047,1979,19.3,159.36472,-76.70194,Found
LEW 86074,1986,19.3,161.69275,-84.2738,Found
LEW 88639,1988,19.3,161.40262,-84.27231,Found
ALH 88051,1988,19.3,159.38471,-76.69005,Found
QUE 94574,1994,19.3,168,-84,Found
EET 99451,1999,19.3,157.16667,-76.18333,Found
MET 001022,2000,19.3,159.75,-79.68333,Found
Watson 010,2009,19.3,131.71667,-30.5,Found
PCA 91362,1991,19.3,-69.04611,-85.66043,Found
MAC 02703,2002,19.3,160.5,-84.21667,Found
EET 90680,1990,19.3,156.44644,-76.26767,Found
EET 90627,1990,19.3,156.43451,-76.26978,Found
PCA 91450,1991,19.3,-68.06133,-85.66861,Found
ALH 95100,1995,19.3,159.66667,-76.71667,Found
EET 96176,1996,19.3,157.16667,-76.18333,Found
QUE 97653,1997,19.3,168,-84,Found
QUE 99171,1999,19.3,168,-84,Found
QUE 94453,1994,19.3,168,-84,Found
A-881881,1988,19.27,26,-72,Found
A-881573,1988,19.27,26,-72,Found
A-881313,1988,19.26,26,-72,Found
A-880138,1988,19.23,26,-72,Found
A-881930,1988,19.22,26,-72,Found
Y-86191,1986,19.22,35.66667,-71.5,Found
Y-8418,1984,19.22,35.66667,-71.5,Found
A-881251,1988,19.21,26,-72,Found
Shalim 019,2011,19.21,55.5569,18.911,Found
EET 83389,1983,19.2,157.24055,-76.29944,Found
ALH 84145,1984,19.2,156.91759,-76.95195,Found
MAC 88179,1988,19.2,160.5,-84.21667,Found
QUE 93408,1993,19.2,168,-84,Found
LEW 93815,1993,19.2,161.68448,-84.2739,Found
Dho 1746,,19.2,54.5125,19.05667,Found
LEW 86350,1986,19.2,161.38104,-84.25767,Found
PCA 91269,1991,19.2,-68.81937,-85.68156,Found
ALHA78235,1978,19.2,159.66667,-76.71667,Found
Y-74127,1974,19.2,35.66667,-71.5,Found
QUE 97682,1997,19.2,168,-84,Found
MET 00831,2000,19.2,159.75,-79.68333,Found
LEW 86070,1986,19.2,161.69153,-84.2737,Found
FRO 01012,2001,19.2,160.33389,-72.97111,Found
FRO 93026,1993,19.19,160.40778,-72.98889,Found
GRV 021574,2003,19.19,75.23917,-72.96306,Found
A-880920,1988,19.19,26,-72,Found
GRV 053525,2006,19.18,75.3156,-72.77889,Found
Y-791484,1979,19.18,35.66667,-71.5,Found
A-881612,1988,19.16,26,-72,Found
MET 00887,2000,19.16,155.75,-79.68333,Found
A-880606,1988,19.15,26,-72,Found
Y-74056,1974,19.14,35.66667,-71.5,Found
A-87127,1987,19.12,26,-72,Found
PCA 02008,2002,19.1,-68.7,-85.63333,Found
Y-75033,1975,19.1,35.66667,-71.5,Found
LEW 88345,1988,19.1,161.33649,-84.28941,Found
MET 01136,2001,19.1,159.75,-79.68333,Found
ALHA77134,1977,19.1,159.66667,-76.71667,Found
RKPA80213,1980,19.1,158.23886,-76.24078,Found
FRO 03079,2003,19.1,160.44164,-72.95414,Found
QUE 94375,1994,19.1,168,-84,Found
MET 001009,2000,19.1,159.75,-79.68333,Found
EET 90554,1990,19.1,156.46279,-76.28341,Found
EET 90573,1990,19.1,156.43706,-76.27068,Found
EET 90418,1990,19.1,156.42246,-76.27427,Found
EET 90699,1990,19.1,156.39784,-76.27847,Found
GRV 020103,2003,19.1,75.26167,-72.99,Found
El MÌ©dano 101,2011,19.1,-70.53333,-24.85,Found
GRV 051889,2006,19.08,75.33,-72.78028,Found
Y-791055,1979,19.07,35.66667,-71.5,Found
Y-74500,1974,19.07,35.66667,0,Found
MET 00944,2000,19.07,155.75,-79.68333,Found
A-880207,1988,19.07,26,-72,Found
A-881136,1988,19.04,26,-72,Found
Y-791686,1979,19.03,35.66667,-71.5,Found
A-881702,1988,19.03,26,-72,Found
MAC 02612,2002,19.03,160.5,-84.21667,Found
GRV 022192,2003,19.03,75.30556,-72.78139,Found
GRV 052912,2006,19.02,75.3178,-72.77861,Found
Y-74463,1974,19.01,35.66667,0,Found
DaG 535,1997,19,16.35017,27.20017,Found
Y-790113,1979,19,35.66667,-71.5,Found
Y-794011,1979,19,35.66667,-71.5,Found
Dho 912,2003,19,54.40833,18.97833,Found
LEW 88440,1988,19,161.39456,-84.24694,Found
LEW 88335,1988,19,161.33099,-84.29089,Found
PCA 91489,1991,19,-68.58282,-85.61578,Found
QUE 93277,1993,19,168,-84,Found
CdDL 009,2000,19,-117.46667,35.31833,Found
ALHA77239,1977,19,159.66667,-76.71667,Found
MET 001110,2000,19,159.75,-79.68333,Found
SaU 176,2001,19,57.25833,21.04833,Found
MET 01254,2001,19,159.75,-79.68333,Found
TIL 07011,2007,19,-94.7825,-85.1695,Found
BiZ 004,2008,19,10.19361,31.87164,Found
FRO 90047,1990,19,160.52512,-72.95337,Found
EET 96117,1996,19,157.16667,-76.18333,Found
Henvic,1991,19,-3.91667,48.65,Found
EET 90876,1990,19,156.4896,-76.28205,Found
EET 90840,1990,19,156.48633,-76.28716,Found
EET 90245,1990,19,156.4681,-76.2876,Found
EET 90643,1990,19,156.4271,-76.27612,Found
UAE 016,2009,19,55.15008,22.86878,Found
QUE 97103,1997,19,168,-84,Found
QUE 97577,1997,19,168,-84,Found
O'Malley 004,2011,19,131.47064,-30.62472,Found
Calcalong Creek,1960,19,120.36667,-26.45,Found
Y-790282,1979,18.97,35.66667,-71.5,Found
A-880149,1988,18.97,26,-72,Found
A-880664,1988,18.96,26,-72,Found
Y-792928,1979,18.94,35.66667,-71.5,Found
Y-790259,1979,18.93,35.66667,-71.5,Found
A-882012,1988,18.92,26,-72,Found
Y-791420,1979,18.91,35.66667,-71.5,Found
ALH 85005,1985,18.9,156.9358,-76.9776,Found
EET 96019,1996,18.9,157.16667,-76.18333,Found
MET 01077,2001,18.9,159.75,-79.68333,Found
Y-791609,1979,18.9,35.66667,-71.5,Found
ALH 84245,1984,18.9,156.93272,-76.96351,Found
A-880674,1988,18.9,26,-72,Found
Y-791935,1979,18.9,35.66667,-71.5,Found
LEW 88544,1988,18.9,161.51438,-84.23969,Found
MET 01291,2001,18.9,159.75,-79.68333,Found
EET 87766,1987,18.9,156.45495,-76.28263,Found
PCA 91150,1991,18.9,-68.67519,-85.67317,Found
PCA 91180,1991,18.9,-68.62278,-85.67555,Found
QUE 97938,1997,18.9,168,-84,Found
LAP 02421,2002,18.9,-70,-86.36667,Found
Dho 468,2001,18.9,53.99208,18.2565,Found
Y-74659,1974,18.9,36.08472,-71.79667,Found
Y-74050,1974,18.88,35.66667,-71.5,Found
GRV 050129,2006,18.88,75.25778,-72.98306,Found
Y-790800,1979,18.88,35.66667,-71.5,Found
A-881973,1988,18.86,26,-72,Found
Y-792821,1979,18.84,35.66667,-71.5,Found
Y-791227,1979,18.83,35.66667,-71.5,Found
GRV 022409,2003,18.82,75.347778,-72.775,Found
Bluewing 030,1999,18.81,-118.93333,40.26667,Found
GRV 053553,2006,18.81,75.305,-72.77833,Found
EET 92150,1992,18.8,156.02232,-76.03351,Found
TIL 82410,1982,18.8,-91,-85.25,Found
ALHA77038,1977,18.8,159.66667,-76.71667,Found
ALH 85125,1985,18.8,156.52579,-76.88684,Found
LEW 86044,1986,18.8,161.69153,-84.27377,Found
LEW 86400,1986,18.8,161.39972,-84.25578,Found
LEW 88762,1988,18.8,161.37579,-84.28622,Found
PCA 91094,1991,18.8,-69.06756,-85.65769,Found
ALH 84257,1984,18.8,156.93101,-76.96217,Found
LEW 85470,1985,18.8,161.41094,-84.27667,Found
